mint,symbol,tier,alert_ts,res,n_bars,label,outcome,t_to_tp_s
7WJ3ksZauPhEQJjcWbopPY5SrtRhSSHKR973fRR3pump,DONK,B,1788256662.1762025,1m,181,0,sl,
ChxxxU8mxpgBRtAFx7hXz1nKZKA6NyyZ543Lqdtnpump,OLDWEB,A,1788256662.1762025,1m,500,0,sl,
4eXGQJMBZp656x9eqerEc1hepSoe27zvuXBtNuqjpump,084BEAR,B,1788256662.1762025,1m,116,0,sl,
EeZ67jpgcxe55R3qGg9oF14eQ293bbSFyKL3VkKvFH3F,MICRO,B,1788256662.1762025,15m,110,1,tp,2837.8
91X4ErT2VPRbK6SHsEBQ8J1T25twwFeTJhrHxJv7pump,NICKGPRO,B,1788256662.1762025,1m,181,1,tp,5657.8
CTPoyCwkjMvoJwU4xvZZqoD8tiYk6yDchySiN5gGpump,fone,B,1788256662.1762025,15m,111,0,neither,
BH3WrGte3e6XYCW8gFea7D8nVnkrUGvyoKqzHA4ypump,oomf,B,1788238870.5306609,1m,338,0,sl,
ADcF26nFGKMuRZ7va5361H2PCHCDRi2FmeJBkX3Spump,$TAP,B,1788238870.5306609,1m,807,1,tp,38329.5
Cm69mN91iMmuHUggqZKM9PRZ36XRBJLKoLKvaRtHDRGS,1,B,1788221231.6824422,15m,148,1,tp,468.3
BE7Q9rB9u1T4VApMaKYoyxP59GEZxZMTxckS6r18pump,Speero,B,1788221231.6824422,1m,894,0,neither,
HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump,USEFUL,B,1788221231.6824422,1m,522,0,neither,
CDYzQPJs89TR8iKYqPdkFAC14j5Dx3pTR6KCGyJ4pump,$NOTHING,B,1788209174.320624,1m,38,0,sl,
3C6nz382qU71aDiEvk5xsmJrzd5Ey6iNXdpTgrjVpump,Syndicate,B,1788209174.320624,15m,156,1,tp,15225.7
AUFk4hnNFTxkJ6DWbYB6ZkL7urYcRFzHdKxeUTpxpump,Ape-1,B,1788209174.320624,1m,890,1,tp,16965.7
x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,$HACHI,B,1788209174.320624,15m,163,0,neither,
HgWZ9faEs7QMugQDCN6o8nxnWPnfimPFzHgvQMoWpump,Happy,B,1788188470.8136668,1m,38,0,sl,
77LJr4ZDJJn7PpKxKG1TBEX83LzjCsXPv1EgYJQYpump,TRUMPDUCK,B,1788159423.8546686,1m,26,0,sl,
ANJR7QNkxLWa6eHHFjVAwb1mi5GFkVQHroyG8xSopump,APEUS,B,1788159423.8546686,15m,175,0,sl,
9kUgR9ZEtMgJqSrrLYXDoRzLaCV45H77Xr5rngwKpump,BABYSAFEMOON,B,1788137700.4450684,1m,29,0,sl,
6s66PhuZmLuPPWeBd6EsHFWU6VdfeBxDHEEZ6jMgpump,BABYFONE,B,1788137700.4450684,1m,890,0,sl,
GxqQ4V6mYWzPe3jyZQCJANDkq3tuyY1RcYRRZSg9pump,GROKPOCKET,B,1788137700.4450684,1m,619,0,sl,
DLvpmv8R4oTbC1DixU5yHLbBcmnvfTckGF3XFzLTpump,APEWIF,B,1788137700.4450684,15m,241,0,neither,
pump3WayMj4S48ERaM5zfETRXMzspN1ZfPVknQNHhR9,pandacoin,B,1788137700.4450684,1m,850,0,neither,
BVEaDToN2Ufn8m1Jnqy8rtwwCiiMC7JcFtvmKPxTpump,GTA,B,1788129625.724376,1m,900,0,neither,
DnQu6xQd9zzW5dWpKppjNTRcTYFS6JDpK5xLXEZypump,catfish,B,1788129625.724376,15m,253,0,neither,
Hs8Ge1zny1PUc9j3iCB3Mp7EhrgB91HzdZdAGsy7pump,apefone,B,1788119622.8895276,15m,118,0,sl,
G9FGtfqT5GY73Tb2d1sR5Jws6HY73fmK4nR34fjbpump,ApeChad,B,1788119622.8895276,1m,199,1,tp,6257.1
FgKCVNnWmCWHCd97UhxuhBa21LqLnCWpqwoFR3yFpump,stafone,B,1788119622.8895276,1m,309,0,sl,
GrT9hTTAfBWGRWDxHoFNvLmLhdMN33WdWar6WWwEpump,Wukong,B,1788119622.8895276,15m,161,1,tp,377.1
CAamcCFZg1J8DbegjjUuaVAfXWFgswQbuePFRNjopump,SIRIUS,B,1788119622.8895276,1m,213,0,sl,
Femuy4XPWMumb1L8ErHiWuXGweXCyqCyfrZxxxxqpump,RAMCOIN,B,1788110508.9855037,1m,278,0,sl,
3zFqvYiFwtVU749ngPAjEARjTrYYNmwirMZwLYngpump,BULLISHAPE,B,1788110508.9855037,1m,74,1,tp,251.0
CvepWqy7S6YngubvTxAUM4fQQr7bfduaZPYrL3PDpump,9-5er,B,1788110508.9855037,15m,189,1,tp,2291.0
tbhtBAwZ4B7H6J3tjUCNq7rtUdq8LP36Wq38N2Upump,stonkape,B,1788094857.9405055,1m,435,0,sl,
8Pez2sy1p5wJHmR7RpP1yNuP1C8k1iat5jZzKAwjpump,apetrench,B,1788074466.2217062,1m,142,0,sl,
59iQSbZvRcGb67FLVRPDWekRTELjq7ykC98UJbPipump,TRUMPSTACY,B,1788074466.2217062,1m,400,1,tp,7133.8
5dc7xmKWk2dS3xRXiXq6f8t9pRG6R29e1ZXdfqNGpump,popcat,B,1788074466.2217062,1m,23,0,sl,
GUhxjTzQz2hw4A7mnLGU5TpTPQxkLtWURwJnEgoLpump,catgirl,B,1788074466.2217062,1m,526,0,sl,
9HugK4guVF3rYZsTCZULjpmcjxY7AP2t8nw9W6igpump,Francis,B,1788074466.2217062,1m,285,0,sl,
7LQBEx9qz2HRBzWckaPzVkRGSgLNP7wNsCTzRBqrpump,ApeChad,B,1788045886.5160363,1m,39,0,sl,
gHNvRdZLtJFsfJuEnwePNtgiDCy9sbgTc5Mfi2Upump,401k,B,1788037713.176142,1m,501,0,sl,
5FkdrLryVefo7HDKd9EATV3q1u6cQDJhBmQubYzupump,catonfone,B,1788037713.176142,15m,142,1,tp,9386.8
51B4WNPGzGpnu4BrA5DEBavu9KimHdzm2wPRzSQppump,APE,B,1788037713.176142,1m,33,0,sl,
8AFPG5SDGyQbVo4ez1gd4dpYKBtVByFmkykkzAaHpump,pinktacio,B,1788027896.046439,1m,440,0,sl,
62gahMxD7cvSK3GuEyn3SvPwVY1366j8Z12B62mvpump,CHIBI,B,1788027896.046439,15m,193,0,sl,
FHyXHtJwwZs2fyt61ECE35EimiaQmCsfjpBuodp8pump,LT,B,1788027896.046439,1m,91,1,tp,64.0
7VVmK93JJgnKe9uWCqkCWMtWtWnpGJZyJjjUi3RZpump,CopperApe,B,1788016000.158602,1m,237,0,sl,
95TDpd91E9KcwiuU6kkG7BUVkAR3yvBNEC5pHHGNpump,IQ,B,1788016000.158602,1m,739,0,sl,
AfGdjAp9djSaqJxzYo3t6jy8tJA3o2aDPHoZ57Egpump,Greyson,B,1788016000.158602,15m,275,0,sl,
5HTeFAka8LgGQBoSgzsPry3Yv56zFkv2dWY2sks8pump,VEGA,B,1787998446.3808439,1m,34,0,sl,
9jRKQFo7SnAQYAndkwLCBx8D2RLkdspX5dCMSMaZpump,BIRDHOUSE,B,1787998446.3808439,15m,265,0,sl,
APsZ9cXdHXkj1dfuG622X5xeCMJapJ7LBPuLKvi8pump,GT,B,1787998446.3808439,1m,630,0,sl,
DTdDsWkaXimkyMQgr6mKTiTfsuFQBM6dHS478N6Apump,BAILEY,B,1787998446.3808439,1m,476,0,sl,
5mFZZzyUawGknigAxf3zkQQtSpnYqSGUg5bRz3b3pump,CHILLAPE,B,1787998446.3808439,1m,797,0,sl,
3cMeyogu2sPzyQP8vwLLHQHcUt6tFWNsTZv8Mhywpump,CrayonEater,B,1787998446.3808439,1m,199,0,sl,
5tG8efhw51r5yKJ65hfZ9nU5MJaqn9GEtwbfmDatpump,pinkfone,B,1787973581.861264,1m,49,0,sl,
5CwpF2UsgWvNKeDQaKZPjQCd6jM4K32yNVRVCuh1pump,KURO,B,1787973581.861264,15m,427,0,neither,
35M9BcmFRQ86TnmoFMfUmteZrQrmUm2n7ZiV5gacpump,trumponfone,B,1787973581.861264,1m,629,0,sl,
A7mTBXj5J4D92BkTVQEzbF4d7gvbEPFbotgmjad9pump,CATOTC,B,1787952427.5568464,1m,670,1,tp,352.4
3MXLA9wxYva79QNsP7AjrNttogHncNyHKC8SBn8vpump,PINKOTC,B,1787952427.5568464,1m,536,0,sl,
4o1ov5siUZH1BEJWvKxj9LHqBAXLEz1tddN6bRnLpump,LAAMA,B,1787915647.8613975,1m,732,1,tp,14152.1
AVLHDtkj5K1zPxACnUbGybWQACBq9H9uatF42h7Kpump,GTAAPE,B,1787915647.8613975,15m,112,1,tp,24352.1
HG3sZ52NRmNpm2BueL1MSBM3krr5M6YJtQohjNyhpump,BANDOS,B,1787915647.8613975,15m,426,1,tp,16252.1
7ursFQJE7UykT95cMCBErzq5sqEq9AJ6q11cWzAqMp5,COUGH,B,1787915647.8613975,15m,489,0,neither,
GNGhPhcLt5HJ6WjUHQSYoY3KhBFsksxu6FpvLpCFpump,invest,B,1787915647.8613975,15m,266,0,sl,
EhHJSjF7EzHognd9DwjUJAMtFpEudjMoXZcZgbyBpump,TOGETHER,B,1787875015.9512126,1m,993,0,sl,
85bq8HiHFs9czQNXRsDLCVuyshXtVjERW8jDn958pump,Grokstreet,B,1787875015.9512126,15m,490,0,neither,
4PFGKQbJYRZbk8SHNzqQf4DcpyrKJ7r5UKwj4f37pump,RAX,B,1787875015.9512126,15m,386,0,sl,
9uEeSZSdxMm1PaoqQ1VNDwcuDMM9RHqkp2p89Je5pump,AFD,B,1787875015.9512126,15m,472,0,neither,
AUsU7BR5RrPxJ7C7MoPJ7bV8sxnzfvcHzNdKq4zqpump,kall,B,1787875015.9512126,1m,524,0,sl,
Dwa2kXQZdb2XduBCHBNYDRAxJp1LzRyW3x3MBrLLpump,apewifhat,B,1787841278.61261,1m,701,0,sl,
pRDTsjfAZjWeV4FAuamh2GFu9Zc3Mqs4UDgPdfSpump,中国黑牛,B,1787841278.61261,1m,898,0,sl,
54hnNKFzSwcCv4cJ8TCjekX3BHFVzc7ooY53FjHJpump,Bare,B,1787841278.61261,1m,218,0,sl,
HavpAp4PqYUfiwyFpd9qcCKWrEVi52Z7CYJuXfQqpump,Beagle,B,1787800975.921965,15m,245,0,sl,
3JFTKtQM96LShPaZWGGg66MmL8ScjvWfRHfBJYGk8mkS,MOFUSAND,B,1787800975.921965,1m,843,0,sl,
24GWZn5HerwLTVoZuC3H7Kxg6jLFMvroA1hTU4uWpump,cat,B,1787782729.109261,15m,548,1,tp,9670.9
2TvUVvuQeVcUwVFp6WVy61wwpnSMG6kNzYpdvEkMpump,MEAT,B,1787782729.109261,15m,547,0,sl,
HXfHv8JDXHtBGffBVa6LyFRyfvCRR5Wkh5vmL89pump,FTRUG,B,1787782729.109261,1m,38,1,tp,490.9
GXfpsVmvcsymr1q7mBKBXe3ELtvJQAC8F96ASV32pump,Trumptacio,B,1787782729.109261,1m,62,0,sl,
CcgRSw62atZK9EEAQVGyTcsshgtGJxtLHK2ZGwZ7pump,Sky,B,1787771681.5434682,15m,384,0,neither,
2cm7HRJjQnaM2cbBe8c7DCjFdrWY1wUjmgAzzZVKpump,Pisstacio,B,1787763268.4707427,15m,341,0,sl,
9KWZaQbLtFo4DkcwFoGtSqgKZ81G2wZSDDY4T8SEpump,PISTAS,B,1787763268.4707427,15m,335,0,sl,
GW7oTjyMfjdS91akDWVre4KQNmnD3ckZeSti74BDpump,fihtrump,B,1787763268.4707427,1m,129,1,tp,1951.5
8deKqTJUarkegWEhZAE5iF7wfbdSu7aFdyfpiitpump,PISTARD,B,1787759767.9782236,1m,501,0,sl,
CsVBNQijeDY28yG4GLkeGE5p3Nic1BPv5M4mX6wTpump,MARPO,B,1787746748.6868203,1m,370,1,tp,3471.3
9ezNGxFRiM5T7HqmGxvRA3mcmZ4CS89FEFA48pMRpump,GoonBot,B,1787737933.5693483,1m,545,0,sl,
G5jV5wtNvUais1iaRnJsuRa8Q2DCubcaZ1Ftjxaapump,WASTACIO,B,1787734602.8400972,1m,49,0,sl,
DMoRRheiQrGVRm6Z76Hfg5XxqJF5kJ4vX9A2cDNKpump,Dogtasio,B,1787734602.8400972,15m,396,1,tp,197.2
EumP1q4oc1DVcZAJ4mRBeXpbTRtvkyr8xRrLL4qApump,TRUMPPISTA,B,1787728455.1191638,15m,398,0,sl,
6hekwc4iXJTMZzzz8Zws9CkDeKey7xhqYYL6W1n7pump,Joguman ,B,1787728455.1191638,1m,57,0,sl,
HzxQ54wrYxh2RYsX3m9TXAAsucQRxYPe4maVmEUZpump,MVA,B,1787728455.1191638,1m,372,0,sl,
34AnX3vhKG8GfuzbeWKA3BYF8avq2uki9ngYuTrmpump,Pistache,B,1787723002.898038,1m,472,0,sl,
DPxk9o57vZPpSBHrTF1DaTWMV6vziQq3zN36EY8kpump,RATMAN,B,1787719952.7242527,1m,36,0,sl,
8GB6MhYXzu2VEVMxbUq6REAmHowmYXwdoUUdSrSKpump,NEEGON,B,1787719952.7242527,1m,44,0,sl,
3YVwvY2ysuAe9B7bJbcuBFGy7tJnZNUdwk9pA18ipump,WUF,B,1787719952.7242527,1m,909,0,sl,
AEeYTijohQT1XejCCLs3Ms3eoVgzRZ2fVZZyCzxepump,ThreeUI,B,1787719952.7242527,15m,294,1,tp,14847.3
wraeuVRXjp5YibVC7zRY6xMjz35GrZnQttqSJAgpump,fish,B,1787717197.4650064,15m,673,0,sl,
DUsxzGppjqvSeYkvNVYW1SGxkxnaAt43FNxuQRLfpump,eˣ,B,1787717197.4650064,1m,188,0,sl,
2FZjoWKuAZB2gyTwUSSGiDN1GVtydZ2T2smkCReJpump,BADGER,B,1787717197.4650064,1m,440,0,sl,
CSZnMhi3MLu5Z2W3unxgMjZM4usKC7eNspXiZfgQpump,Catetacio,B,1787714053.0161443,1m,36,0,sl,
V6MaeengXCRYCdBHSFV9odNrwj1jim8UU1FGZ1upump,BADGERS,B,1787714053.0161443,15m,288,0,sl,
2WbTSrJHr1hNCtmYBjuSetZNdsZWZ2eZTuK9GjNPpump,Pistacia,B,1787714053.0161443,15m,313,1,tp,2747.0
ECLDS9hrEws6pGLpW8JhYJMpHvawaxJG71ae8oE6pump,PEPSTACIO,B,1787714053.0161443,1m,935,0,sl,
57L636DoJzp23Jzb3iLzhYj1FcF2LEK63s6tFg9Wpump,RedLeek,B,1787714053.0161443,15m,434,0,sl,
3vewHEY3p6GA6BtaEUUtPmm89DUGbsRbw3XTyGK9jNRb,QNTX,B,1787702569.120747,15m,729,0,neither,
2sLKA6PzFVjeTUaiKBCkDbDiS8MuoZAeXxZMgs9Apump,C4T,B,1787701352.3032777,15m,538,0,sl,
4kqEkiDmkkyQWayzQB5B3dUP6whgAL3becLH5jexpump,George,B,1787701352.3032777,15m,396,0,sl,
GAYMGsgvudP3cUCVE1HZMnuXiFthcGkecpVoj44hpump,Sned,B,1787701352.3032777,1m,967,1,tp,2907.7
EDxJPcUVHM85Nxq6bbaQ3J2udRbTG5N4DbwKwoUTpump,FORBIDDEN,B,1787698126.9608376,15m,349,0,neither,
7h3jTPnEF7QT36YZ68eBRS1pg5pqBfj9XmFFbNfqpump,MARSCAT,B,1787695742.3771715,15m,440,1,tp,4857.6
HhSDQs8y8vQivndqj4e46LqQGasDVNmt9jaSvia9pump,MDOT,B,1787694462.8241243,1m,307,1,tp,1697.2
5RhPVzDsj4K6WMyYJ71yEXAGfhuT25bbSesfKNFEpump,SNIPY,B,1787694462.8241243,15m,383,1,tp,1637.2
ANsvYRPb1ePR9jhdMLZe35E59NMJg4qfieNU3p4vpump,BATCAT,B,1787691001.8755393,1m,499,0,sl,
7aZuFpStG2CQRAr4RbWYGeCf21PLsLL15QjRpYN8pump,distrocoin,B,1787691001.8755393,1m,115,0,sl,
EiRnsSVCo6bfY91q4e48KDgHVhnh82qY9i1qwwo7pump,BEAVERS,B,1787688658.9196322,1m,291,0,sl,
772iJKecjhdRHX9LXkgzXipnofsYxmDcMJKWS7c9pump,TERMINUS,B,1787686802.9387825,15m,408,0,sl,
4mxp6WN2uAtDBd8BHNPSTYUEy6mD7R3gejzayWGBpump,豹拉,B,1787686802.9387825,15m,359,1,tp,7497.1
GShWswpuW27nadAacS1mMEhxvrYe9Db2QpfK7Hwrpump,ATCHOUM,B,1787684596.1900663,1m,95,0,sl,
FBCStPyNtdW5gnEmsmdFY1whJ7jxEuPggN6un416oJ77,FBCS,B,1787684596.1900663,1m,55,0,neither,
USCSiKDUVap6hj33JvRDYq6bEmiBwVm3BvE6o5fNgRf,USCS,B,1787684596.1900663,1m,57,0,neither,
7nLukVng5teXze14rum9v57juXLjUp7JJnCveko1pump,Martians,B,1787681882.159249,15m,753,1,tp,3417.8
GDstqxcHxtSj4FWip88DXGASwjwxnDNynLbNFHYppump,$LAKE,B,1787678352.9663606,1m,209,0,sl,
4kKgb1AyKo3xpbspPk6PkRxaaUtiYw3FLPbSpbZxpump,Ash,B,1787678352.9663606,15m,610,0,sl,
9orRZbVL3zontHSVC92p9LSUTdCFbYtqCdSDdKPpump,长毛,B,1787676557.4058604,15m,379,1,tp,1542.6
FojFAR8uj6zn3327KD9WfFBVTbjvCwsVR5D3dyvSpump,Otter,B,1787676557.4058604,1m,315,1,tp,942.6
6ESmK8y4rugurH1ZQWyEBCTYjfjatnALi1iNcY7rpump,APPLECAT,B,1787676557.4058604,15m,408,0,sl,
6FPpLK4EzKe1sjC5oyZXfBcVhNbjjJE9pxunpWCTpump,VICECATE,B,1787669789.7883239,15m,423,0,sl,
DzCzXJAR1suw7f9By4DTfc1d94wfHAFfV7ouDFa9pump,PMT,B,1787669789.7883239,1m,168,0,sl,
E1KQmMoyRKt69pYva2ejSQ1FB7P1czCvmZgRiypVpump,GOGH,B,1787666350.1989965,15m,380,1,tp,1849.8
BTKfTUMRYsS5W5RXfbtMcgJf9fqoz1rhRcJtESyPpump,BARK,B,1787666350.1989965,15m,544,0,sl,
FLF1qFm5Y6DMKZngUF78ohLmPfFVfLFtTHryHmPpump,KAT,B,1787666350.1989965,1m,91,1,tp,2329.8
3RXfvoL5tDYRQfZZ9rweeHwCpv5kbdZ4BWrqxWLzpump,CATVERSAL,B,1787659181.7261693,15m,448,1,tp,1818.3
8dphQxaQpvt7qbjRZrBkriYNN3MBZRTikZ7S17XSpump,COCK,B,1787659181.7261693,1m,269,0,sl,
AVKQT851Cn3i1K5wDQsBfomYkiqdciqPE2bhZ5Egpump,WAKO,B,1787657794.0143347,1m,123,1,tp,2426.0
31TBAGQ4cydajbZYCqvuyA9SqmKV7zvtdmohkLAJpump,KERMIT,B,1787657794.0143347,1m,410,1,tp,5906.0
GCr352ouzNZkNQd3KZqs6jFuQb8LiYnWsEJSUpSfpump,GASSPAS,B,1787657794.0143347,15m,780,1,tp,30206.0
4kdU5fKaRb3ZDP84vAm2N8PY2Bq3PBtT5NkgzfAnpump,MEOWCAT,B,1787652936.7974348,1m,32,0,sl,
6DBZZt8i1sHU4XggrSNUjGZDwJa7SF61DEMYLN9Rpump,X,B,1787652936.7974348,15m,369,0,sl,
AJQ9BpSYugBQ8C7gWYssjES6r69T5eAnu3MFqewqpump,mNAV,B,1787651177.1780908,1m,463,0,sl,
7xpKxK2ktFXtPLQBAPcaLp71a5CU1UdvyfgQ3dWJpump,LOKI,B,1787651177.1780908,15m,449,0,sl,
De3uNV7rJpN5uJuchVUHmzEji88ov1jxUrHBpGTypump,SIRIUS,B,1787648012.6415765,1m,635,0,sl,
GDsogTEtXS1RD4PJcfDu3jYevDzRha6mUqiHAmcopump,BISCOTTI,B,1786936179.3788462,15m,120,0,sl,
fpKcazZbb9e31XLjYH6AfBApejLm18U7hZPzJAnpump,WOOFECHO,B,1786932364.4170604,15m,806,0,sl,
G5WsEp3voREADpMVG11LVQGBmvXbH5PpvjQeFMyapump,WHALE,B,1786913577.2921169,1h,328,0,ambiguous_bar,
GuUNEcqtzuHeCjaVrEVH3fzhpBSuLW65GbCW1bZt3Nmu,PAIRA,B,1786912379.4202344,1h,170,0,sl,
8uD3m4YycAfBQYEkpaZq8LjSQUNWXzHWxU74qvfHpump,I2P,B,1786907406.248794,15m,275,0,sl,
BmDWM5NYWWZm4P2qBrhBNb6jbxsN3estLAkaWg8dpump,Frock,B,1786898738.7382421,15m,670,0,sl,
AzbsonxtqEdAA1APoiHX8M6uGVG2nEfcqoeoc2sEpump,CALI,B,1786895523.285992,15m,441,0,neither,
N5NfKJcy4pJVCX59dkzEeFVusEjYzuas2QWt63ypump,AS,B,1786894245.8317757,15m,17,0,sl,
9emJ2FJHkWtE8HP5iLr2Ym4vXwFt44prboEwRfazpump,$F250,B,1786890787.8830414,15m,17,0,sl,
5pjUXJUCja3z3aN3K6DYYPeaEHwMoQGvhGJ7SCm3pump,Wynd,B,1786887557.7146082,15m,254,0,sl,
FUF7ikJSz8ySPtFqW8juGTywZCx269UUdhmMxGqXpump,MEWNR,B,1786876387.1067226,15m,808,0,sl,
Ct5Utd86Vh4YvPf2xyDBUSdcMu8yyuRhSY1RYZXPpump,Mollie,B,1786876387.1067226,15m,178,0,sl,
G53KLq9qFc5e3Q23pc72qmrKqyND2KjUkWqyY1eFpump,Mimi,B,1786865967.1061351,15m,114,0,sl,
FYAczZbEfKQ61XkQZ6HhRrJQgEmR6oe6j2XDkaF6pump,NEPE,B,1786863836.815323,15m,107,0,sl,
HNco6ivsZGeCbtfxWvqmJVKXqvcJkidJGz4BPMhppump,SOLCAT,B,1786860920.1884897,1h,376,1,tp,9879.8
iFYiJU8VP3FLhtjAR4p4pP3jkxhZUbv1KfyhbsLpump,NEPE,B,1786857219.612922,15m,470,0,sl,
5upMUvnBmnAKqMoMFADSixXdJU39oxsbSTBWhMVnpump,CATSEM,B,1786830631.5330815,15m,682,1,tp,1468.5
Fnfzc9MPZCWtZ7KKrPiJqQBaEjxd2xWC6TPCsvGupxem,GOOFRECK,B,1786829376.3316834,15m,229,0,neither,
6WS1NsTCjB1VFvVL8CjqUkB4VtK4fQ3sMPrN5e7rpump,FROG,B,1786817351.9766262,1h,382,1,tp,35448.0
3EJnCDWV29PisxfrpRbjS1kUXFR5SnaPUMC9zynkpump,Lopunny,B,1786812295.210765,15m,229,0,sl,
2FW3eNWNKSkJFdrSUwPC2U8zxu9MjExgVYxR5Wd7pump,TOADLAYER,B,1786812295.210765,15m,561,1,tp,4.8
EBKEeJhtRxHLZe4vGPUXJWZfF2Gq99TK6qzKP7Bnpump,JEFFY,B,1786812295.210765,15m,383,0,sl,
GiWxfFzr9Dsjm5BmWNQNn9mrQykPbchd4xx1CfTpump,牛来,B,1786807830.9205124,15m,114,0,sl,
tUgWWjQc6xSszvMdtWvXPYFPX1iv8CsQN8t4XB3pump,YESBOT,B,1786805611.9332151,15m,716,1,tp,39088.1
AU1BD8caz3woQdpzd42Kd6cMDdRoefmTqYDrthEPMGnc,STONKSTR,B,1786802528.0931807,15m,55,0,neither,
GS2jgH6874i1txo8CUnudz7N1gAuA9CtRHLXN1Npump,CASHELON,B,1786801047.6054108,15m,797,0,sl,
9Pb3VCc44uVb9MsNshQrDyrdq3hqTyLRMVsTJpjdpump,BABYANSEM,B,1786798480.0997784,1h,409,0,ambiguous_bar,
DmKGKTeSsgnYBf4xGLHJPbMNTdzWHxhbRb57Hc8spump,Popo,B,1786795275.418449,15m,309,0,sl,
7z8Q8E4dpequE3XcxoXrpiCPiw1yVHZ7cY8EwT7Tpump,Poipoi,B,1786789957.3304818,1h,428,0,sl,
2BYdL8N8kqC7ZEYUU75X18tTNvgFkK4S6xd7B7CNpump,[|],B,1786788103.0054178,15m,366,0,sl,
68QF8DkwjTPPTWMh6gKk8KNhfxBMR9AcEJyj3qaDpump,GrokCoin,B,1786783186.232875,15m,183,0,sl,
Ct7ZFjNZ1AsjdHnzvejxzWm33kY45mUSTqdSFzAiHfoD,Bichoraro,B,1786780965.3259196,15m,671,1,tp,4334.7
GkBx7VC4FxXmAYYTvmqywg9XnMSBH2S9gs2C4VEJpump,GOOSE,B,1786779444.9315288,1h,402,1,tp,30155.1
4yBmS1oYgnR2ftwK4yGQzF4jYSiTt3sGLiHNM8RXpump,GAUNTLET,B,1786773761.0117574,15m,394,1,tp,739.0
2ESFEAkkPMoDaMXQCyatSdVDEfVh6dF2zHfQZUuhpump,Marshal,B,1786769006.9737792,15m,412,0,sl,
97ANsEsXkDTCsH19wQVph57fRg86ko4bKNNDvUEBpump,XIAOTU,B,1786764321.8895948,15m,202,0,sl,
Aqy9Ucdx9bbNkLYBYPzNR6vnEm1MrHL4D5v1hgD5sb4v,SE,B,1786764321.8895948,15m,27,1,tp,1178.1
6Qf2ifQ7W9P3HTao49cXfQgN73PHG7gT7gUBAhQjpump,Pipejakk,B,1786761574.9472458,15m,896,0,sl,
5h1Ug5QBfNvYeyQaCYcvropyXr3gwEfy6DWbwJo4pump,dolpin,B,1786761574.9472458,15m,97,0,sl,
H3f4jYE3tEY8JWve2tRJYzqZpAHEHPihJkGQA5BCqqkn,FOMO,B,1786761574.9472458,1h,423,0,sl,
2tCKJWAdwyzRgoXtNaTFwnsHuZMDQkZooCsoHqPHS6YN,STONKLESS,B,1786761574.9472458,15m,190,0,neither,
HxJZ7fxthZhs57e9fCDfm7s3DLc1favN2JmAG9EApump,Xiaotu,B,1786758284.4166546,15m,301,0,sl,
6Fjp4SHuPkjJusTxgm2ft6dpyYeGedkBUm7GHzPbpump,bottom,B,1786751620.3208046,15m,760,0,neither,
aUWH9iX3BKKeMHP6aoAf2r2KPjLq8h9Kim2YC48pump,MemeSeason,B,1786751620.3208046,1h,445,0,neither,
FhaAngKjXUPhinojcPzn3uYsQs6vWdfouLAm3HKYpump,WIFNADO,B,1786750246.9897442,15m,883,0,sl,
DSdidmMuSBqJ1U8aKmPeRg8ZnQpyQJN1tV9f8HV794sh,DUNALD,B,1786750246.9897442,15m,13,1,tp,10753.0
7QddMRv1RJEqwmofGzoSohhJQ36qDLNZmhx4v3oVpump,TrumpBank,B,1786743826.6086693,15m,292,0,sl,
CUTuufCBBFA4AwvB3LNwtPqZvCDEg25L9PsKSkx3pump,DinoVerse,B,1786737193.7697494,15m,649,0,sl,
8mtTLauYuiCmmao3tuaLNMJ7B9TN5t1VU4YeVdrWpump,BSTK,B,1786734406.0413127,15m,892,0,sl,
4cCyEZoBVPepCK3MUR1PahCgehF9n9dUDHPJenW4pump,WASHED,B,1786734406.0413127,1h,420,1,tp,6794.0
B1SM8wzwtJArpLq4iESiJyjr61YYcnuDqpvSS3qGtpih,PIH,B,1786726989.6135645,15m,270,0,sl,
5i6Ve42SMGGHLYkBbCimW7trK1MxFZNKZSUfWUCZpump,KAT,B,1786723211.4153874,15m,707,0,neither,
Dmkj4dB3Ngva9gWKkDgj8UMF39EC7ArpGf2rxLxDpump,FTR,B,1786715878.1269147,1h,459,1,tp,7321.9
Apx665vqxenPMpeqLrcsGwN4hQH6EVfKTF5yuyeApump,Thomas ,B,1786715878.1269147,15m,64,0,sl,
79U3WAzDXdBp7CSCcF6GbWkYFZzACuzuXu59EDYa5ixY,ASSET,B,1786710321.1130955,15m,69,0,sl,
FcA7QkC8QVoM8EvGM8gXk1DfbgqmYdwFC5nttdSfpump,ruvv,B,1786707167.4266875,1h,442,0,sl,
HmM1cLPgB53LweeaDmqSVZwJYQGpWjk1YDhDiCx6wAD,POKEMON,B,1786697439.4231653,1h,379,0,sl,
J7CExbBZE3W6fqDiMWvq6dMcwYRVufaaGRqG93ycpump,SOLDIER,B,1786697439.4231653,15m,345,0,sl,
H3EKcm3BayFEXgBo1njpg3v6FhSUr1FRyQRfuJVYpump,stonkbot,B,1786693515.950373,15m,358,0,sl,
GwoaR1Sac7KGJKkgNjxKFZ9N2WMXF1k1YF2yS2xZpump,PCA,B,1786693515.950373,15m,404,1,tp,884.0
